NIfTI ID,Slice Index,Tumor Ratio,Brain Area
BraTS-GLI-01101-000,69,0.1576,17238
BraTS-GLI-01101-000,70,0.1717,17354
BraTS-GLI-01101-000,71,0.1853,17434
BraTS-GLI-01101-000,72,0.1991,17516
BraTS-GLI-01101-000,103,0.194,14511
BraTS-GLI-01101-000,104,0.1889,14083
BraTS-GLI-01101-000,105,0.1852,13805
BraTS-GLI-01101-000,106,0.183,13493
BraTS-GLI-01101-000,107,0.1798,13113
BraTS-GLI-01101-000,108,0.1757,12839
BraTS-GLI-01101-000,109,0.1705,12536
BraTS-GLI-01101-000,110,0.1625,12103
BraTS-GLI-01101-000,111,0.1529,11892
BraTS-GLI-00366-000,71,0.1503,16632
BraTS-GLI-00366-000,72,0.1531,16762
BraTS-GLI-00366-000,73,0.1568,16839
BraTS-GLI-00366-000,74,0.1604,16887
BraTS-GLI-00366-000,75,0.1636,16892
BraTS-GLI-00366-000,76,0.1664,16806
BraTS-GLI-00366-000,77,0.1701,16718
BraTS-GLI-00366-000,78,0.1733,16621
BraTS-GLI-00366-000,79,0.174,16544
BraTS-GLI-00366-000,80,0.1742,16457
BraTS-GLI-00366-000,81,0.1758,16327
BraTS-GLI-00366-000,82,0.1774,16202
BraTS-GLI-00366-000,83,0.1781,16073
BraTS-GLI-00366-000,84,0.1768,16037
BraTS-GLI-00366-000,85,0.1742,16024
BraTS-GLI-00366-000,86,0.1735,15938
BraTS-GLI-00366-000,87,0.1729,15780
BraTS-GLI-00366-000,88,0.1717,15541
BraTS-GLI-00366-000,89,0.1684,15332
BraTS-GLI-00366-000,90,0.1647,15108
BraTS-GLI-00366-000,91,0.1615,14995
BraTS-GLI-00366-000,92,0.1588,14825
BraTS-GLI-00366-000,93,0.1547,14669
BraTS-GLI-00366-000,94,0.1503,14484
BraTS-GLI-00133-000,49,0.1533,13598
BraTS-GLI-00133-000,50,0.1562,13614
BraTS-GLI-00133-000,51,0.154,13782
BraTS-GLI-00558-000,77,0.1562,19216
BraTS-GLI-00558-000,78,0.168,19211
BraTS-GLI-00558-000,79,0.1751,19208
BraTS-GLI-00558-000,80,0.1819,19188
BraTS-GLI-00558-000,81,0.1907,19141
BraTS-GLI-00558-000,112,0.184,12424
BraTS-GLI-00558-000,113,0.1798,12048
BraTS-GLI-00558-000,114,0.1767,11706
BraTS-GLI-00558-000,115,0.1765,11373
BraTS-GLI-00606-000,44,0.1512,16034
BraTS-GLI-00606-000,45,0.1539,16487
BraTS-GLI-00606-000,46,0.1573,16947
