NIfTI ID,Slice Index,Tumor Ratio,Brain Area
BraTS-GLI-00296-000,92,0.0618,16736
BraTS-GLI-00296-000,93,0.0756,16620
BraTS-GLI-00296-000,94,0.0895,16511
BraTS-GLI-00296-000,95,0.0987,16375
BraTS-GLI-00296-000,96,0.1064,16219
BraTS-GLI-00296-000,97,0.1065,16075
BraTS-GLI-00296-000,98,0.109,15900
BraTS-GLI-00296-000,99,0.1109,15723
BraTS-GLI-00296-000,100,0.1064,15548
BraTS-GLI-00296-000,101,0.105,15335
BraTS-GLI-00296-000,102,0.1008,15123
BraTS-GLI-00296-000,103,0.0945,14900
BraTS-GLI-00296-000,104,0.0904,14659
BraTS-GLI-00296-000,105,0.0859,14400
BraTS-GLI-00296-000,106,0.082,14142
BraTS-GLI-00296-000,107,0.0754,13867
BraTS-GLI-00296-000,108,0.0666,13627
BraTS-GLI-00296-000,109,0.0529,13367
BraTS-GLI-01101-000,63,0.0577,16295
BraTS-GLI-01101-000,64,0.0661,16618
BraTS-GLI-01101-000,65,0.0819,16655
BraTS-GLI-01101-000,66,0.1001,16825
BraTS-GLI-01101-000,67,0.1164,16955
BraTS-GLI-01101-000,68,0.1343,17064
BraTS-GLI-01101-000,112,0.1423,11318
BraTS-GLI-01101-000,113,0.1315,11059
BraTS-GLI-01101-000,114,0.1215,10755
BraTS-GLI-01101-000,115,0.1129,10362
BraTS-GLI-01101-000,116,0.1014,10034
BraTS-GLI-01101-000,117,0.0912,9626
BraTS-GLI-01101-000,118,0.0788,9316
BraTS-GLI-01101-000,119,0.0678,8838
BraTS-GLI-01101-000,120,0.0592,8356
BraTS-GLI-00366-000,58,0.0502,14415
BraTS-GLI-00366-000,59,0.0595,14742
BraTS-GLI-00366-000,60,0.0725,14914
BraTS-GLI-00366-000,61,0.0887,15028
BraTS-GLI-00366-000,62,0.1006,15165
BraTS-GLI-00366-000,63,0.1102,15498
BraTS-GLI-00366-000,64,0.1168,15845
BraTS-GLI-00366-000,65,0.1224,16009
BraTS-GLI-00366-000,66,0.1282,16259
BraTS-GLI-00366-000,67,0.1332,16394
BraTS-GLI-00366-000,68,0.1387,16463
BraTS-GLI-00366-000,69,0.1438,16520
BraTS-GLI-00366-000,70,0.1471,16577
BraTS-GLI-00366-000,95,0.1434,14335
BraTS-GLI-00366-000,96,0.1345,14119
BraTS-GLI-00366-000,97,0.1263,13900
BraTS-GLI-00366-000,98,0.1166,13609
BraTS-GLI-00366-000,99,0.1062,13261
BraTS-GLI-00366-000,100,0.0965,12979
BraTS-GLI-00366-000,101,0.0883,12690
BraTS-GLI-00366-000,102,0.079,12501
BraTS-GLI-00366-000,103,0.0676,12403
BraTS-GLI-00366-000,104,0.059,12179
BraTS-GLI-00133-000,35,0.0547,11604
BraTS-GLI-00133-000,36,0.0642,11774
BraTS-GLI-00133-000,37,0.0754,12235
BraTS-GLI-00133-000,38,0.084,12376
BraTS-GLI-00133-000,39,0.0892,12723
BraTS-GLI-00133-000,40,0.0941,12851
BraTS-GLI-00133-000,41,0.0988,13054
BraTS-GLI-00133-000,42,0.1034,13123
BraTS-GLI-00133-000,43,0.1094,13304
BraTS-GLI-00133-000,44,0.1131,13373
BraTS-GLI-00133-000,45,0.1215,13505
BraTS-GLI-00133-000,46,0.1304,13544
BraTS-GLI-00133-000,47,0.1375,13578
BraTS-GLI-00133-000,48,0.1479,13586
BraTS-GLI-00133-000,52,0.1489,13960
BraTS-GLI-00133-000,53,0.1432,14507
BraTS-GLI-00133-000,54,0.1451,14661
BraTS-GLI-00133-000,55,0.1478,15062
BraTS-GLI-00133-000,56,0.146,15144
BraTS-GLI-00133-000,57,0.1416,15414
BraTS-GLI-00133-000,58,0.1364,15511
BraTS-GLI-00133-000,59,0.1346,15702
BraTS-GLI-00133-000,60,0.1311,15797
BraTS-GLI-00133-000,61,0.1277,15917
BraTS-GLI-00133-000,62,0.1234,16013
BraTS-GLI-00133-000,63,0.1163,16254
BraTS-GLI-00133-000,64,0.1126,16373
BraTS-GLI-00133-000,65,0.107,16569
BraTS-GLI-00133-000,66,0.1033,16685
BraTS-GLI-00133-000,67,0.1014,16839
BraTS-GLI-00133-000,68,0.098,16901
BraTS-GLI-00133-000,69,0.0953,17048
BraTS-GLI-00133-000,70,0.0911,17110
BraTS-GLI-00133-000,71,0.0852,17236
BraTS-GLI-00133-000,72,0.0807,17289
BraTS-GLI-00133-000,73,0.0753,17340
BraTS-GLI-00133-000,74,0.0685,17338
BraTS-GLI-00133-000,75,0.0637,17294
BraTS-GLI-00133-000,76,0.0534,17286
BraTS-GLI-00558-000,65,0.0521,18115
BraTS-GLI-00558-000,66,0.052,18235
BraTS-GLI-00558-000,67,0.0538,18368
BraTS-GLI-00558-000,68,0.0554,18478
BraTS-GLI-00558-000,69,0.0717,18621
BraTS-GLI-00558-000,70,0.0817,18743
BraTS-GLI-00558-000,71,0.0847,18828
BraTS-GLI-00558-000,72,0.0904,18932
BraTS-GLI-00558-000,73,0.104,19067
BraTS-GLI-00558-000,74,0.1204,19119
BraTS-GLI-00558-000,75,0.132,19161
BraTS-GLI-00558-000,76,0.1437,19198
BraTS-GLI-00558-000,128,0.1481,5380
BraTS-GLI-00558-000,129,0.1246,4833
BraTS-GLI-00558-000,130,0.0971,4265
BraTS-GLI-00558-000,131,0.0808,3664
BraTS-GLI-00558-000,132,0.0604,2998
BraTS-GLI-01451-000,50,0.0523,14228
BraTS-GLI-01451-000,51,0.0577,14301
BraTS-GLI-01451-000,52,0.0622,14355
BraTS-GLI-01451-000,53,0.0638,14976
BraTS-GLI-01451-000,54,0.0672,15112
BraTS-GLI-01451-000,55,0.0654,15925
BraTS-GLI-01451-000,56,0.0663,15979
BraTS-GLI-01451-000,57,0.0639,16575
BraTS-GLI-01451-000,58,0.0647,16618
BraTS-GLI-01451-000,59,0.0633,16980
BraTS-GLI-01451-000,60,0.061,16985
BraTS-GLI-01451-000,61,0.0559,17186
BraTS-GLI-01451-000,62,0.0504,17292
BraTS-GLI-00520-000,79,0.0543,16679
BraTS-GLI-00520-000,80,0.0612,16764
BraTS-GLI-00520-000,81,0.0669,16809
BraTS-GLI-00520-000,82,0.0728,16809
BraTS-GLI-00520-000,83,0.078,16790
BraTS-GLI-00520-000,84,0.0815,16750
BraTS-GLI-00520-000,85,0.0844,16744
BraTS-GLI-00520-000,86,0.0864,16722
BraTS-GLI-00520-000,87,0.0888,16668
BraTS-GLI-00520-000,88,0.0952,16606
BraTS-GLI-00520-000,89,0.0996,16514
BraTS-GLI-00520-000,90,0.098,16446
BraTS-GLI-00520-000,91,0.0967,16359
BraTS-GLI-00520-000,92,0.1,16269
BraTS-GLI-00520-000,93,0.1051,16159
BraTS-GLI-00520-000,94,0.1056,16044
BraTS-GLI-00520-000,95,0.1028,15915
BraTS-GLI-00520-000,96,0.102,15807
BraTS-GLI-00520-000,97,0.0949,15676
BraTS-GLI-00520-000,98,0.0915,15495
BraTS-GLI-00520-000,99,0.0871,15308
BraTS-GLI-00520-000,100,0.0824,15102
BraTS-GLI-00520-000,101,0.0778,14896
BraTS-GLI-00520-000,102,0.072,14660
BraTS-GLI-00520-000,103,0.0652,14422
BraTS-GLI-00520-000,104,0.0536,14168
BraTS-GLI-00733-000,61,0.0528,18591
BraTS-GLI-00733-000,62,0.0587,18654
BraTS-GLI-00733-000,63,0.0643,18698
